TITLE:  GFZ geocenter coefficient time series for GRACE/GRACE-FO COST-G RL02 Level-2B products.

AUTHORS:
        C. Dahle, M. Murboeck
        GFZ Helmholtz Centre for Geosciences
        Department 1: Geodesy
        Section 1.2: Global Geomonitoring and Gravity Field
        Email: grace@gfz.de

UPDATE HISTORY: V. 1.0 - Created April 17, 2026 - time span reported is April 2002 till December 2025.

IMPORTANT REMARKS:
        This data set is used as correction for Version 0001 of GravIS COST-G RL02 Level-2B products
        (see https://gravis.gfz.de/corrections).

        The data set is regularly updated in order to extend the time series on an operational basis.
        As long as the version number has not changed, all previously available data records have not
        been changed! See 'UPDATE HISTORY' above for details about the current time span and version.

DESCRIPTION:
        Time series of C(1,0), C(1,1) and S(1,1) coefficients generated from COST-G RL02.1 Level-2 products
        which can be used to add geocenter information to GRACE/GRACE-FO Level-2 products.

        These coefficients are estimated following the approach of Swenson et al. (2008). Apart from
        including the effect of self-attraction and loading (SAL), the recommended parameter settings as
        outlined by Sun et al. (2016) are used. The coefficients represent geocenter motion relative to
        the modeled atmosphere and ocean degree 1 coefficients (e.g., provided with GAC and GAD products).

        Prior to the geocenter estimation, the following corrections are applied to the Level-2 products:
        1) A mean field derived from the 183 GFZ GRACE/GRACE-FO RL06 solutions from 2002/04 through 2020/03
           (reference epoch: 2010/08/16) is subtracted (provided as GravIS auxiliary data product
           'GRAVIS-2B_COSTG_0200_MEAN_2002095-2020091_NFIL_0001.gz')
        2) C20 and C30 (only for months from 2016/11 through 2017/06) are replaced by values
           obtained from a combination of SLR and GRACE/GRACE-FO (provided as GravIS auxiliary data product
           'GRAVIS-2B_COSTG_0200_GRACE+SLR_LOW_DEGREES_0001.dat')
        3) GIA is corrected by subtracting the model ICE-6G_D (VM5a) by Peltier et al. (2018)

REFERENCES:
        Swenson, S., Chambers, D., Wahr, J. (2008): Estimating geocenter variations from a combination of
        GRACE and ocean model output, J. Geophys. Res., 113, B08410, doi:10.1029/2007JB005338

        Sun, Y., Riva, R., Ditmar, P. (2016): Optimizing estimates of annual variations and trends in
        geocenter motion and J2 from a combination of GRACE data and geophysical models,
        J. Geophys. Res. Solid Earth, 121, doi:10.1002/2016JB013073

FORMAT:
        Column  1: MJD of BEGINNING of solution data span (matches COST-G RL02 GSM products)
        Column  2: Year and fraction of year of BEGINNING of solution data span
        Column  3: Coefficient C(1,0) (insert this value into GSM product)
        Column  4: Coefficient C(1,0) - mean C(1,0) (1.0E-10)
        Column  5: C(1,0) uncertainty (1.0E-10)
        Column  6: Coefficient C(1,1) (insert this value into GSM product)
        Column  7: Coefficient C(1,1) - mean C(1,1) (1.0E-10)
        Column  8: C(1,1) uncertainty (1.0E-10)
        Column  9: Coefficient S(1,1) (insert this value into GSM product)
        Column 10: Coefficient S(1,1) - mean S(1,1) (1.0E-10)
        Column 11: S(1,1) uncertainty (1.0E-10)

        All values are normalized in the same sense as the GSM product conventions;
        uncertainties are based on the GRACE random errors given in Tab.1 of Sun et al. (2016).

        FORMAT(F7.1,F10.4,3(E20.12,F9.4,F7.4))

CONSTANTS:
        Mean C(1,0): 0.344343096319E-11
        Mean C(1,1): 0.601237835083E-13
        Mean S(1,1): 0.168225672212E-11
                 GM: 3.9860044150E+14 (m^3/s^2)
                  R: 6.3781364600E+06 (m)

PRODUCT:
52369.0 2002.2575  0.542322925948E-09   5.3888 0.4435  0.256955622971E-09   2.5690 0.4526  -.123731559832E-09  -1.2541 0.5069
52396.0 2002.3315  0.530800818857E-09   5.2736 0.4435  0.173771747260E-09   1.7371 0.4526  -.110836034013E-09  -1.1252 0.5069
52487.0 2002.5808  0.112400393597E-09   1.0896 0.4435  -.725355817066E-11  -0.0731 0.4526  0.182422063216E-11   0.0014 0.5069
52518.0 2002.6658  0.471516086713E-10   0.4371 0.4435  -.379079161898E-10  -0.3797 0.4526  0.749564338307E-10   0.7327 0.5069
52548.0 2002.7479  0.110639441588E-09   1.0720 0.4435  -.970431932538E-11  -0.0976 0.4526  0.121767111661E-09   1.2008 0.5069
52579.0 2002.8329  0.211190411137E-09   2.0775 0.4435  0.419015494889E-10   0.4184 0.4526  0.751692574352E-10   0.7349 0.5069
52609.0 2002.9151  0.212950758838E-09   2.0951 0.4435  0.267662573593E-10   0.2671 0.4526  0.181472073368E-11   0.0013 0.5069
52640.0 2003.0000  0.335130198859E-09   3.3169 0.4435  0.100607768951E-09   1.0055 0.4526  0.401802276199E-10   0.3850 0.5069
52671.0 2003.0849  0.340385930578E-09   3.3694 0.4435  0.966075244901E-10   0.9655 0.4526  -.443500339509E-10  -0.4603 0.5069
52699.0 2003.1616  0.396882453626E-09   3.9344 0.4435  0.153340889926E-09   1.5328 0.4526  -.647595916419E-10  -0.6644 0.5069
52730.0 2003.2466  0.381726369903E-09   3.7828 0.4435  0.176032385216E-09   1.7597 0.4526  -.121869885549E-09  -1.2355 0.5069
52760.0 2003.3288  0.382823233290E-09   3.7938 0.4435  0.113064347046E-09   1.1300 0.4526  -.108859532728E-09  -1.1054 0.5069
52821.0 2003.4959  0.149307942147E-09   1.4586 0.4435  0.908951854183E-10   0.9084 0.4526  -.525555240023E-10  -0.5424 0.5069
52852.0 2003.5808  0.649333549854E-10   0.6149 0.4435  0.340589983786E-10   0.3400 0.4526  0.802655539372E-10   0.7858 0.5069
52883.0 2003.6658  0.116928967934E-09   1.1349 0.4435  -.321641613727E-12  -0.0038 0.4526  0.193126877195E-09   1.9144 0.5069
52913.0 2003.7479  0.725173659996E-10   0.6907 0.4435  -.497976780416E-10  -0.4986 0.4526  0.141094461037E-09   1.3941 0.5069
52944.0 2003.8329  0.160483229839E-09   1.5704 0.4435  -.372836420630E-10  -0.3734 0.4526  0.895814077854E-10   0.8790 0.5069
52974.0 2003.9151  0.287624426539E-09   2.8418 0.4435  0.260699779654E-10   0.2601 0.4526  0.799304319817E-10   0.7825 0.5069
53005.0 2004.0000  0.412495004216E-09   4.0905 0.4435  0.853001431938E-10   0.8524 0.4526  0.841592938950E-10   0.8248 0.5069
53039.0 2004.0929  0.463898255979E-09   4.6045 0.4435  0.145624114450E-09   1.4556 0.4526  0.839527414804E-10   0.8227 0.5069
53065.0 2004.1639  0.392929451375E-09   3.8949 0.4435  0.135240973208E-09   1.3518 0.4526  -.194967083329E-10  -0.2118 0.5069
53096.0 2004.2486  0.525810531965E-09   5.2237 0.4435  0.205624105874E-09   2.0556 0.4526  -.352522765162E-10  -0.3693 0.5069
53126.0 2004.3306  0.433386669851E-09   4.2994 0.4435  0.162436103667E-09   1.6238 0.4526  -.138418129157E-09  -1.4010 0.5069
