TITLE:  GFZ low degree harmonics replacement time series for GRACE/GRACE-FO COST-G RL02 Level-2B products.

AUTHORS:
        C. Dahle, R. Koenig, P. Schreiner
        GFZ Helmholtz Centre for Geosciences
        Department 1: Geodesy
        Section 1.2: Global Geomonitoring and Gravity Field
        Email: grace@gfz.de

UPDATE HISTORY: V. 1.0 - Created April 17, 2026 - time span reported is April 2002 till December 2025.

IMPORTANT REMARKS:
        This data set is used as correction for Version 0001 of GravIS COST-G RL02 Level-2B products
        (see https://gravis.gfz.de/corrections). It is identical with the GravIS auxiliary data product
        'GRAVIS-2B_GFZOP_GRACE+SLR_LOW_DEGREES_0004.dat' used for the correction of Version 0004 GravIS
        GFZ RL06 Level-2B products except for particular values in columns 1 and 2 which are modified
        here to match the solution data spans of the COST-G solutions.

        The data set is regularly updated in order to extend the time series on an operational basis.
        As long as the version number has not changed, all previously available data records have not
        been changed! See 'UPDATE HISTORY' above for details about the current time span and version.

DESCRIPTION:
        Time series of C(2,0), C(3,0), C(2,1) and S(2,1) coefficients which can be used to replace the
        original values of GRACE/GRACE-FO Level-2 products.

        These coefficients are obtained from a combination of Satellite Laser Ranging (SLR) and GRACE/GRACE-FO
        on the level of normal equations (NEQs). The SLR contribution includes NEQs derived from observations
        to six geodetic satellites: LAGEOS-1/-2, AJISAI, Stella, Starlette, and LARES (starting from March 2012).
        The relative weighting of the individual SLR NEQs is done by means of variance component estimation.
        Background models and standards are consistent with GFZ's RL06 GRACE/GRACE-FO processing, i.e. no time-
        variable a priori information of the Earth's gravity field is used. The SLR-combined and GRACE/GRACE-FO
        NEQs are combined using empirical relative weights. Gravity field coefficients up to degree and order 6x6
        are then estimated independently for each month.

        Note that the SLR data is processed in 7-day batches aligned to GPS weeks. Thus, several weekly SLR NEQs
        are accumulated to obtain a monthly solution as given in case of GRACE/GRACE-FO; GPS weeks covering two
        calendar months are assigned to that calendar month where the majority of days within the week belong to.

FORMAT:
        Column  1: MJD of BEGINNING of solution data span (matches COST-G RL02 GSM products)
        Column  2: Year and fraction of year of BEGINNING of solution data span
        Column  3: Replacement C(2,0) (use this value instead of value in GSM product)
        Column  4: Replacement C(2,0) - mean C(2,0) (1.0E-10)
        Column  5: C(2,0) formal standard deviation (1.0E-12)
        Column  6: Replacement C(3,0) (use this value instead of value in GSM product)
        Column  7: Replacement C(3,0) - mean C(3,0) (1.0E-10)
        Column  8: C(3,0) formal standard deviation (1.0E-12)
        Column  9: Replacement C(2,1) (use this value instead of value in GSM product)
        Column 10: Replacement C(2,1) - mean C(2,1) (1.0E-10)
        Column 11: C(2,1) formal standard deviation (1.0E-12)
        Column 12: Replacement S(2,1) (use this value instead of value in GSM product)
        Column 13: Replacement S(2,1) - mean S(2,1) (1.0E-10)
        Column 14: S(2,1) formal standard deviation (1.0E-12)

        All values are normalized in the same sense as the GSM product conventions;
        note that GFZ provides C(2,0) values in the tide-free system.

        FORMAT(F7.1,F10.4,4(E20.12,F8.4,F7.4))

CONSTANTS:
        Mean C(2,0): -.484165302198E-03
        Mean C(3,0): 0.957179967942E-06
        Mean C(2,1): -.348810550551E-09
        Mean S(2,1): 0.145770242730E-08
                 GM: 3.9860044150E+14 (m^3/s^2)
                  R: 6.3781364600E+06 (m)

PRODUCT:
52369.0 2002.2575  -.484165144297E-03  1.5790 0.4966  0.957283065790E-06  1.0310 0.7560  -.234301737521E-09  1.1451 0.5028  0.137781183935E-08 -0.7989 0.5075
52396.0 2002.3315  -.484165150413E-03  1.5178 0.7710  0.957291971764E-06  1.1200 0.6992  -.305491700591E-09  0.4332 0.5664  0.138475937950E-08 -0.7294 0.4774
52487.0 2002.5808  -.484165267226E-03  0.3497 0.4157  0.957189959457E-06  0.0999 0.4204  -.239846018067E-09  1.0896 0.3253  0.139436355894E-08 -0.6334 0.2870
52518.0 2002.6658  -.484165257356E-03  0.4484 0.4327  0.957170052908E-06 -0.0992 0.5689  -.235023873895E-09  1.1379 0.3535  0.140395460320E-08 -0.5375 0.3460
52548.0 2002.7479  -.484165231713E-03  0.7048 0.3851  0.957135321596E-06 -0.4465 0.4228  -.216314025621E-09  1.3250 0.3284  0.142352880653E-08 -0.3417 0.3060
52579.0 2002.8329  -.484165248188E-03  0.5401 0.4145  0.957097695545E-06 -0.8227 0.4704  -.230533285589E-09  1.1828 0.3031  0.141320224810E-08 -0.4450 0.2826
52609.0 2002.9151  -.484165249718E-03  0.5248 0.5793  0.957176818937E-06 -0.0315 0.4859  -.210707380401E-09  1.3810 0.3916  0.139260881236E-08 -0.6509 0.3633
52640.0 2003.0000  -.484165196938E-03  1.0526 0.4101  0.957218045227E-06  0.3808 0.5926  -.225438549119E-09  1.2337 0.3673  0.138934640863E-08 -0.6836 0.3430
52671.0 2003.0849  -.484165191309E-03  1.1089 0.3460  0.957192223212E-06  0.1226 0.4899  -.262923127588E-09  0.8589 0.3473  0.139792278842E-08 -0.5978 0.3249
52699.0 2003.1616  -.484165165025E-03  1.3717 0.3584  0.957285802583E-06  1.0583 0.4415  -.223594636493E-09  1.2522 0.2667  0.137618137384E-08 -0.8152 0.2632
52730.0 2003.2466  -.484165170839E-03  1.3136 0.4175  0.957318559541E-06  1.3859 0.3957  -.262347514161E-09  0.8646 0.2653  0.138204582567E-08 -0.7566 0.2599
52760.0 2003.3288  -.484165173164E-03  1.2903 0.4485  0.957315971901E-06  1.3600 0.4668  -.274100780337E-09  0.7471 0.3245  0.139892790361E-08 -0.5877 0.3284
52821.0 2003.4959  -.484165281205E-03  0.2099 0.3232  0.957229390996E-06  0.4942 0.3280  -.249976512977E-09  0.9883 0.2302  0.143358808009E-08 -0.2411 0.2256
52852.0 2003.5808  -.484165319351E-03 -0.1715 0.3229  0.957152261396E-06 -0.2771 0.3240  -.232938214253E-09  1.1587 0.2629  0.143729796427E-08 -0.2040 0.2511
52883.0 2003.6658  -.484165300045E-03  0.0215 0.3204  0.957109824047E-06 -0.7014 0.3239  -.198514166992E-09  1.5030 0.2286  0.142954194145E-08 -0.2816 0.2301
52913.0 2003.7479  -.484165305752E-03 -0.0355 0.3161  0.957132536927E-06 -0.4743 0.3270  -.244722792452E-09  1.0409 0.2518  0.146386644071E-08  0.0616 0.2229
52944.0 2003.8329  -.484165268855E-03  0.3334 0.4145  0.957108599903E-06 -0.7137 0.3425  -.217322776427E-09  1.3149 0.2592  0.142305849480E-08 -0.3464 0.2448
52974.0 2003.9151  -.484165230278E-03  0.7192 0.3424  0.957117040420E-06 -0.6293 0.3214  -.207229741905E-09  1.4158 0.2312  0.140560375228E-08 -0.5210 0.2275
53005.0 2004.0000  -.484165197869E-03  1.0433 0.4945  0.957134937014E-06 -0.4503 0.5335  -.219316722029E-09  1.2949 0.3509  0.141102318573E-08 -0.4668 0.3248
53039.0 2004.0929  -.484165232545E-03  0.6965 0.4213  0.957220506186E-06  0.4054 0.3656  -.234359121850E-09  1.1445 0.2662  0.142589079395E-08 -0.3181 0.2700
53065.0 2004.1639  -.484165223107E-03  0.7909 0.5065  0.957281874918E-06  1.0191 0.3342  -.262444098215E-09  0.8637 0.2426  0.139023684594E-08 -0.6747 0.2504
53096.0 2004.2486  -.484165198973E-03  1.0322 0.5160  0.957293191801E-06  1.1322 0.3846  -.270747860819E-09  0.7806 0.2550  0.141513451745E-08 -0.4257 0.2516
53126.0 2004.3306  -.484165184365E-03  1.1783 0.4392  0.957284005922E-06  1.0404 0.4066  -.262670165621E-09  0.8614 0.2701  0.140619321863E-08 -0.5151 0.2685
53157.0 2004.4153  -.484165181084E-03  1.2111 0.3536  0.957283176450E-06  1.0321 0.3346  -.243315649816E-09  1.0549 0.2388  0.139954551059E-08 -0.5816 0.2398
53187.0 2004.4973  -.484165243126E-03  0.5907 0.3892  0.957157063404E-06 -0.2290 0.3148  -.218272914983E-09  1.3054 0.3149  0.145903093447E-08  0.0133 0.2917
53218.0 2004.5820  -.484165273762E-03  0.2844 0.3025  0.957099265717E-06 -0.8070 0.3062  -.264895993154E-09  0.8391 0.2264  0.143169906892E-08 -0.2600 0.2241
53249.0 2004.6667  -.484165286670E-03  0.1553 0.3400  0.957114141592E-06 -0.6583 0.4170  -.248656578334E-09  1.0015 0.2377  0.143735359813E-08 -0.2035 0.2319
53279.0 2004.7486  -.484165228111E-03  0.7409 0.3087  0.957089861345E-06 -0.9011 0.3135  -.250013163981E-09  0.9880 0.2412  0.142479850683E-08 -0.3290 0.2406
53310.0 2004.8333  -.484165197497E-03  1.0470 0.3662  0.957101818849E-06 -0.7815 0.3532  -.233977590975E-09  1.1483 0.2765  0.143357569011E-08 -0.2413 0.2885
53340.0 2004.9153  -.484165154832E-03  1.4737 0.3313  0.957166231329E-06 -0.1374 0.3392  -.261462990209E-09  0.8735 0.2437  0.140257723699E-08 -0.5513 0.2461
53371.0 2005.0000  -.484165196410E-03  1.0579 0.3363  0.957197994153E-06  0.1803 0.3241  -.272288158671E-09  0.7652 0.2473  0.136785597027E-08 -0.8985 0.2438
53402.0 2005.0849  -.484165187139E-03  1.1506 0.4135  0.957214384278E-06  0.3442 0.3755  -.249592623183E-09  0.9922 0.2504  0.141671532527E-08 -0.4099 0.2748
53430.0 2005.1616  -.484165151098E-03  1.5110 0.3461  0.957249129330E-06  0.6916 0.3799  -.254212422406E-09  0.9460 0.2757  0.143168767226E-08 -0.2601 0.2665
53461.0 2005.2466  -.484165110400E-03  1.9180 0.3481  0.957278255441E-06  0.9829 0.3853  -.287196305729E-09  0.6161 0.2507  0.139551095662E-08 -0.6219 0.2511
53491.0 2005.3288  -.484165127989E-03  1.7421 0.3609  0.957284269715E-06  1.0430 0.3604  -.251750086150E-09  0.9706 0.2513  0.142473133346E-08 -0.3297 0.2737
53522.0 2005.4137  -.484165138566E-03  1.6363 0.3725  0.957257051539E-06  0.7708 0.3826  -.257861025322E-09  0.9095 0.2525  0.141993578671E-08 -0.3777 0.2655
53552.0 2005.4959  -.484165241880E-03  0.6032 0.3652  0.957180601511E-06  0.0063 0.3263  -.241087196835E-09  1.0772 0.2394  0.142230329533E-08 -0.3540 0.2483
53583.0 2005.5808  -.484165264426E-03  0.3777 0.3005  0.957132974195E-06 -0.4699 0.3173  -.237666093532E-09  1.1114 0.2264  0.143042995342E-08 -0.2727 0.2453
53614.0 2005.6658  -.484165255528E-03  0.4667 0.3776  0.957116096926E-06 -0.6387 0.3627  -.237776714213E-09  1.1103 0.2325  0.145664564303E-08 -0.0106 0.2599
53644.0 2005.7479  -.484165213684E-03  0.8851 0.3503  0.957071933843E-06 -1.0803 0.3564  -.254326885369E-09  0.9448 0.2442  0.144600490285E-08 -0.1170 0.2406
53675.0 2005.8329  -.484165237541E-03  0.6466 0.3618  0.957105376891E-06 -0.7459 0.3639  -.232351329633E-09  1.1646 0.2534  0.144923562247E-08 -0.0847 0.2498
53705.0 2005.9151  -.484165241049E-03  0.6115 0.3626  0.957117552978E-06 -0.6241 0.4910  -.262737535612E-09  0.8607 0.2532  0.142822797351E-08 -0.2947 0.2618
53736.0 2006.0000  -.484165246235E-03  0.5596 0.4064  0.957182625372E-06  0.0266 0.3709  -.247463819320E-09  1.0135 0.2420  0.143540895962E-08 -0.2229 0.2340
53767.0 2006.0849  -.484165221890E-03  0.8031 0.3401  0.957212283268E-06  0.3232 0.4086  -.248728328802E-09  1.0008 0.2349  0.141462816377E-08 -0.4307 0.2342
53795.0 2006.1616  -.484165201854E-03  1.0034 0.2739  0.957220737152E-06  0.4077 0.3691  -.265928372298E-09  0.8288 0.2304  0.142950173092E-08 -0.2820 0.2383
53826.0 2006.2466  -.484165212518E-03  0.8968 0.3068  0.957241027422E-06  0.6106 0.3521  -.294868842250E-09  0.5394 0.2574  0.140318053434E-08 -0.5452 0.2540
53856.0 2006.3288  -.484165205310E-03  0.9689 0.3041  0.957276733302E-06  0.9677 0.3301  -.277477707076E-09  0.7133 0.2230  0.141462589263E-08 -0.4308 0.2195
53887.0 2006.4137  -.484165220126E-03  0.8207 0.3142  0.957216130485E-06  0.3616 0.3567  -.275007024164E-09  0.7380 0.2301  0.142986448129E-08 -0.2784 0.2366
53917.0 2006.4959  -.484165255620E-03  0.4658 0.3320  0.957173026911E-06 -0.0694 0.3669  -.281996679916E-09  0.6681 0.2226  0.141580665409E-08 -0.4190 0.2307
53948.0 2006.5808  -.484165268500E-03  0.3370 0.3040  0.957111090537E-06 -0.6888 0.3495  -.261690397051E-09  0.8712 0.2073  0.144679040780E-08 -0.1091 0.2052
53979.0 2006.6658  -.484165264759E-03  0.3744 0.3414  0.957099605351E-06 -0.8036 0.4231  -.266721423678E-09  0.8209 0.2487  0.147405396691E-08  0.1635 0.2470
54009.0 2006.7479  -.484165262391E-03  0.3981 0.3482  0.957097433802E-06 -0.8253 0.3398  -.265963825593E-09  0.8285 0.2460  0.145859780702E-08  0.0090 0.2279
54040.0 2006.8329  -.484165245758E-03  0.5644 0.3478  0.957144295192E-06 -0.3567 0.3469  -.257310653514E-09  0.9150 0.2096  0.146383093257E-08  0.0613 0.1993
54070.0 2006.9151  -.484165246634E-03  0.5556 0.3947  0.957125764439E-06 -0.5420 0.3430  -.289181724080E-09  0.5963 0.2316  0.146683952824E-08  0.0914 0.2206
54101.0 2007.0000  -.484165256260E-03  0.4594 0.3457  0.957176511368E-06 -0.0346 0.4276  -.303164975446E-09  0.4565 0.2326  0.143468403473E-08 -0.2302 0.2196
54132.0 2007.0849  -.484165195683E-03  1.0651 0.3271  0.957271544870E-06  0.9158 0.4040  -.310777868532E-09  0.3803 0.2429  0.146438482915E-08  0.0668 0.2330
54160.0 2007.1616  -.484165192669E-03  1.0953 0.3508  0.957243155536E-06  0.6319 0.3247  -.330075868830E-09  0.1873 0.2424  0.145028258562E-08 -0.0742 0.2258
54191.0 2007.2466  -.484165209204E-03  0.9299 0.3893  0.957258217913E-06  0.7825 0.3433  -.303181390755E-09  0.4563 0.2367  0.146407008001E-08  0.0637 0.2248
54221.0 2007.3288  -.484165189557E-03  1.1264 0.3701  0.957289433121E-06  1.0947 0.3178  -.297489732408E-09  0.5132 0.1908  0.145256248588E-08 -0.0514 0.1959
54252.0 2007.4137  -.484165185547E-03  1.1665 0.3442  0.957261138362E-06  0.8117 0.3295  -.302637475544E-09  0.4617 0.2174  0.146235025701E-08  0.0465 0.2174
54282.0 2007.4959  -.484165239961E-03  0.6224 0.3176  0.957167014388E-06 -0.1295 0.3464  -.274978557170E-09  0.7383 0.2179  0.145399230330E-08 -0.0371 0.2113
54313.0 2007.5808  -.484165276761E-03  0.2544 0.3153  0.957112441572E-06 -0.6753 0.3433  -.285597281255E-09  0.6321 0.2204  0.150354702359E-08  0.4584 0.2230
54344.0 2007.6658  -.484165252360E-03  0.4984 0.3629  0.957070005943E-06 -1.0996 0.3784  -.287532952885E-09  0.6128 0.2657  0.149263150586E-08  0.3493 0.2538
